"","price","type.residential","no.beds","size.sq.meter","apart.area.name","area.name","category"
"6725",95000,"Apartment","studio ",650,"SLS Dubai Hotel & Residences"," Business Bay","Featured"
"6726",220000,"Apartment","2 ",1506,"MINA by Azizi"," Palm Jumeirah","Featured"
"6727",70000,"Apartment","2 ",750,"Collective"," Dubai Hills Estate","Featured"
"6728",250000,"Apartment","4 ",2918," Murjan"," Jumeirah Beach Residence","Featured"
"6729",110000,"Apartment","1 ",1120,"Index Tower"," DIFC","Featured"
"6730",80000,"Apartment","1 ",992," Lake Almas West"," Jumeirah Lake Towers","Featured"
"6731",225000,"Apartment","2 ",1715," Burj Khalifa Area"," Downtown Dubai","Featured"
"6732",75000,"Apartment","1 ",766,"Zumurud Tower"," Dubai Marina","Featured"
"6733",45000,"Apartment","1 ",693," Silicon Heights"," Dubai Silicon Oasis","Featured"
"6734",65000,"Apartment","1 ",995," Garden West Apartments"," Green Community","Featured"
"6735",55000,"Apartment","1 ",889," Golf Panorama"," DAMAC Hills","Featured"
"6736",115000,"Apartment","2 ",1534," Meydan Avenue"," Meydan","Featured"
"6737",105000,"Apartment","1 ",951,"Damac Heights"," Dubai Marina","Featured"
"6738",305000,"Apartment","3 ",2379," The Residences"," Downtown Dubai","Featured"
"6739",3e+05,"Apartment","3 ",1838," The Residences"," Downtown Dubai","Featured"
"6740",73500,"Apartment","1 ",785,"Wilton Terraces 2"," Mohammed Bin Rashid City","Featured"
"6741",1e+05,"Apartment","1 ",836," Marina Gate"," Dubai Marina","Featured"
"6742",30000,"Apartment","studio ",366," Noora Residence"," Jumeirah Village Circle","Featured"
"6743",90000,"Apartment","1 ",738,"Dorra Bay"," Dubai Marina","Featured"
"6744",90000,"Apartment","1 ",1166,"Dubai Creek Residence Tower 2 North"," Dubai Creek Harbour (The Lagoons)","Featured"
"6745",60000,"Apartment","studio ",490," Golf Panorama"," DAMAC Hills","Featured"
"6746",160000,"Apartment","1 ",830," Madinat Jumeirah Living"," Umm Suqeim","Featured"
"6747",42000,"Apartment","1 ",673," Glitz"," Dubai Studio City","Featured"
"6748",35000,"Apartment","studio ",407," The Drive"," DAMAC Hills","Featured"
"6749",220000,"Apartment","2 ",1505,"MINA by Azizi"," Palm Jumeirah","Featured"
"6750",37999,"Apartment","studio ",455," Acacia Avenues"," Al Sufouh","Featured"
"6751",250000,"Apartment","2 ",1152," EMAAR Beachfront"," Dubai Harbour","Featured"
"6752",195000,"Apartment","1 ",2779,"Seventh Heaven"," Al Barari","Featured"
"6753",125000,"Apartment","1 ",775," Marina Gate"," Dubai Marina","Featured"
"6754",64000,"Apartment","1 ",867,"Tower 108"," Jumeirah Village Circle","Featured"
"6755",48000,"Apartment","1 ",637," Midtown"," Dubai Production City (IMPZ)","Featured"
"6756",30000,"Apartment","studio ",390,"Azizi Plaza"," Al Furjan","Featured"
"6757",75000,"Apartment","2 ",1471," Norton Court"," Motor City","Featured"
"6758",110000,"Apartment","1 ",977,"Damac Heights"," Dubai Marina","Featured"
"6759",6e+05,"Apartment","3 ",1868," The Address Jumeirah Resort and Spa"," Jumeirah Beach Residence","Featured"
"6760",75000,"Apartment","1 ",918," Belgravia"," Jumeirah Village Circle","Featured"
"6761",28000,"Apartment","studio ",443," Silicon Gates"," Dubai Silicon Oasis","Featured"
"6762",134999,"Apartment","2 ",1457," Boulevard Central Towers"," Downtown Dubai","Featured"
"6763",480000,"Apartment","4 ",4110," Emaar 6 Towers"," Dubai Marina","Featured"
"6764",299999,"Apartment","2 ",1955," EMAAR Beachfront"," Dubai Harbour","Featured"
"6765",127000,"Apartment","2 ",1356," The Lofts"," Downtown Dubai","Featured"
"6766",280000,"Apartment","3 ",1804,"Downtown Views"," Downtown Dubai","Featured"
"6767",210000,"Apartment","3 ",2181," Shoreline Apartments"," Palm Jumeirah","Featured"
"6768",90000,"Apartment","1 ",801,"Elite Residence"," Dubai Marina","Featured"
"6769",47000,"Apartment","1 ",728,"Sandoval Gardens"," Jumeirah Village Circle","Featured"
"6770",65000,"Apartment","1 ",485,"Collective"," Dubai Hills Estate","Featured"
"6771",1e+05,"Apartment","1 ",1313," Rimal"," Jumeirah Beach Residence","Featured"
"6772",95000,"Apartment","2 ",1147,"The Bay Residence"," Business Bay","Featured"
"6773",30000,"Apartment","studio ",390,"Azizi Star"," Al Furjan","Featured"
"6774",350000,"Apartment","2 ",1794,"The Address The BLVD"," Downtown Dubai","Featured"
"6775",180000,"Apartment","2 ",1717," Burj Khalifa Area"," Downtown Dubai","Featured"
"6776",58000,"Apartment","2 ",1200,"Silicon Building"," Dubai Silicon Oasis","Featured"
"6777",250000,"Apartment","3 ",1804,"Downtown Views"," Downtown Dubai","Featured"
"6778",115000,"Apartment","2 ",1392," Burj Khalifa Area"," Downtown Dubai","Featured"
"6779",62500,"Apartment","2 ",925,"Phase 1"," Dubai Investment Park","Featured"
"6780",132000,"Apartment","2 ",1359," Al Habtoor City"," Business Bay","Featured"
"6781",115000,"Apartment","3 ",1507,"Sulafa Tower"," Dubai Marina","Featured"
"6782",32000,"Apartment","1 ",515," Queue Point"," Dubai Land","Featured"
"6783",130000,"Apartment","2 ",1500," South Ridge"," Downtown Dubai","Featured"
"6784",95000,"Apartment","2 ",1520,"AG Tower"," Business Bay","Featured"
"6785",80000,"Apartment","1 ",1029," Green Lake Towers"," Jumeirah Lake Towers","Featured"
"6786",50000,"Apartment","2 ",1301," EMAAR South"," Dubai South (Dubai World Central)","Featured"
"6787",70000,"Apartment","2 ",803," Sobha Hartland"," Mohammed Bin Rashid City","Featured"
"6788",40000,"Apartment","studio ",456," Saba Towers"," Jumeirah Lake Towers","Featured"
"6789",45000,"Apartment","studio ",369,"Azizi Aura"," Jebel Ali","Featured"
"6790",119990,"Apartment","1 ",811," EMAAR Beachfront"," Dubai Harbour","Featured"
"6791",125000,"Apartment","studio ",553,"The Address Dubai Mall"," Downtown Dubai","Featured"
"6792",115000,"Apartment","studio ",530,"The Palm Tower"," Palm Jumeirah","Featured"
"6793",110000,"Apartment","studio ",507,"The Palm Tower"," Palm Jumeirah","Featured"
"6794",117500,"Apartment","1 ",733," EMAAR Beachfront"," Dubai Harbour","Featured"
"6795",65000,"Apartment","2 ",1012," Phase 1"," Al Furjan","Featured"
"6796",NA,"Apartment","1 ",890," Mankhool"," Bur Dubai","Featured"
"6797",180000,"Apartment","1 ",868," Marina Gate"," Dubai Marina","Featured"
"6798",220000,"Apartment","2 ",1715," Burj Khalifa Area"," Downtown Dubai","Featured"
"6799",159999,"Apartment","2 ",1996," Shoreline Apartments"," Palm Jumeirah","Featured"
"6800",110000,"Apartment","2 ",742,"Collective"," Dubai Hills Estate","Featured"
"6801",75000,"Apartment","2 ",968,"Park Central"," Business Bay","Featured"
"6802",7e+05,"Apartment","4 ",10125,"Cluster 06"," Jumeirah Islands","Featured"
"6803",1300000,"Apartment","4 ",2840,"The Address The BLVD"," Downtown Dubai","Featured"
"6804",289990,"Apartment","2 ",1386,"Vida Residence Downtown"," Downtown Dubai","Featured"
"6805",160000,"Apartment","2 ",1463," Park Island"," Dubai Marina","Featured"
"6806",110000,"Apartment","2 ",1329,"Elite Residence"," Dubai Marina","Featured"
"6807",3e+05,"Apartment","3 ",1607,"Downtown Views"," Downtown Dubai","Featured"
"6808",75000,"Apartment","3 ",1419," Elite Sports Residence"," Dubai Sports City","Featured"
"6809",120000,"Apartment","1 ",883," La Mer"," Jumeirah","Featured"
"6810",199000,"Apartment","1 ",880,"The Address Downtown Hotel"," Downtown Dubai","Featured"
"6811",90000,"Apartment","1 ",1063," Mohammad Bin Rashid Boulevard"," Downtown Dubai","Featured"
"6812",32000,"Apartment","studio ",485," Mediterranean Cluster"," Discovery Gardens","Featured"
"6813",1e+05,"Apartment","2 ",1237,"Wilton Terraces 1"," Mohammed Bin Rashid City","Featured"
"6814",60000,"Apartment","1 ",873," Safeer Towers"," Business Bay","Featured"
"6815",116000,"Apartment","1 ",836," Madinat Jumeirah Living"," Umm Suqeim","Featured"
"6816",40000,"Apartment","1 ",922,"Cappadocia"," Jumeirah Village Circle","Featured"
"6817",390000,"Apartment","2 ",1712," The Address Sky View Towers"," Downtown Dubai","Featured"
"6818",170000,"Apartment","2 ",1550," Shoreline Apartments"," Palm Jumeirah","Featured"
"6819",85000,"Apartment","2 ",724,"Collective"," Dubai Hills Estate","Featured"
"6820",65000,"Apartment","1 ",652," Lake Almas East"," Jumeirah Lake Towers","Featured"
"6821",4e+05,"Apartment","2 ",1741," Bluewaters Residences"," Bluewaters","Featured"
"6822",65000,"Apartment","1 ",736,"Elite Residence"," Dubai Marina","Featured"
"6823",52000,"Apartment","2 ",1085," Elite Sports Residence"," Dubai Sports City","Featured"
"6824",54999,"Apartment","2 ",911,"Azizi Plaza"," Al Furjan","Featured"
"6825",54999,"Apartment","studio ",952," Executive Towers"," Business Bay","Featured"
"6826",120000,"Apartment","1 ",832," Silverene"," Dubai Marina","Featured"
"6827",115000,"Apartment","1 ",745," EMAAR Beachfront"," Dubai Harbour","Featured"
"6828",495000,"Apartment","4 ",2817," Madinat Jumeirah Living"," Umm Suqeim","Featured"
"6829",1100000,"Apartment","4 ",3376," The Address Residence Fountain Views"," Downtown Dubai","Featured"
"6830",44000,"Apartment","1 ",1087,"SPICA Residential"," Jumeirah Village Circle","Featured"
"6831",190000,"Apartment","2 ",1250,"Downtown Views"," Downtown Dubai","Featured"
"6832",40000,"Apartment","1 ",817,"Celestia"," Dubai South (Dubai World Central)","Featured"
"6833",85000,"Apartment","1 ",896,"Marina Sail"," Dubai Marina","Featured"
"6834",1e+05,"Apartment","2 ",1286," Bahar"," Jumeirah Beach Residence","Featured"
"6835",34000,"Apartment","studio ",514,"Fortunato"," Jumeirah Village Circle","Featured"
"6836",109997,"Apartment","1 ",716," Standpoint Towers"," Downtown Dubai","Featured"
"6837",55000,"Apartment","1 ",795," Loreto"," DAMAC Hills","Featured"
"6838",95000,"Apartment","1 ",910," Burj Views"," Downtown Dubai","Featured"
"6839",160000,"Apartment","2 ",1464," Murjan"," Jumeirah Beach Residence","Featured"
"6840",120000,"Apartment","1 ",888," BLVD Heights"," Downtown Dubai","Featured"
"6841",33000,"Apartment","studio ",467," District 13"," Jumeirah Village Circle","Featured"
"6842",105000,"Apartment","2 ",1381," Amwaj"," Jumeirah Beach Residence","Featured"
"6843",220000,"Apartment","3 ",1982," BLVD Crescent"," Downtown Dubai","Featured"
"6844",275000,"Apartment","3 ",2196,"Building 20"," City Walk","Featured"
"6845",150000,"Apartment","1 ",1164,"SLS Dubai Hotel & Residences"," Business Bay","Featured"
"6846",69000,"Apartment","1 ",761,"Escan Tower"," Dubai Marina","Featured"
"6847",95000,"Apartment","1 ",902,"The Atlantic"," Dubai Marina","Featured"
"6848",90000,"Apartment","1 ",1084," Green Community West"," Green Community","Featured"
"6849",45000,"Apartment","studio ",518,"DEC Towers"," Dubai Marina","Featured"
"6850",120000,"Apartment","1 ",812,"Umm Suqeim 3"," Umm Suqeim","Featured"
"6851",68000,"Apartment","1 ",846," Belgravia"," Jumeirah Village Circle","Featured"
"6852",65000,"Apartment","2 ",1295," Al Quoz 2"," Al Quoz","Featured"
"6853",65000,"Apartment","2 ",1295," Al Quoz 2"," Al Quoz","Featured"
"6854",32000,"Apartment","studio ",404,"Bloom Heights"," Jumeirah Village Circle","Featured"
"6855",55000,"Apartment","1 ",727," Lake Almas West"," Jumeirah Lake Towers","Featured"
"6856",120000,"Apartment","3 ",1926,"Capricorn Tower"," Sheikh Zayed Road","Featured"
"6857",80000,"Apartment","studio ",549," Palm Views"," Palm Jumeirah","Featured"
"6858",64998,"Apartment","1 ",737,"Sulafa Tower"," Dubai Marina","Featured"
"6859",140000,"Apartment","2 ",1317," Park Heights"," Dubai Hills Estate","Featured"
"6860",130000,"Apartment","1 ",877,"Index Tower"," DIFC","Featured"
"6861",60000,"Apartment","2 ",1552," Ritaj (Residential Complex)"," Dubai Investment Park","Featured"
"6862",79998,"Apartment","2 ",982,"Ontario Tower"," Business Bay","Featured"
"6863",110000,"Apartment","1 ",648,"The Pad"," Business Bay","Featured"
"6864",55000,"Apartment","1 ",595,"Mayfair Tower"," Business Bay","Featured"
"6865",250000,"Apartment","3 ",1808," Vida Residence"," The Hills","Featured"
"6866",70000,"Apartment","2 ",2082," Al Mamzar"," Deira","Featured"
"6867",120000,"Apartment","1 ",1306," Golden Mile"," Palm Jumeirah","Featured"
"6868",120000,"Apartment","2 ",1368," Al Habtoor City"," Business Bay","Featured"
"6869",135000,"Apartment","2 ",1492," The Lofts"," Downtown Dubai","Featured"
"6870",70000,"Apartment","1 ",754,"Bloom Towers"," Jumeirah Village Circle","Featured"
"6871",74980,"Apartment","2 ",1025,"Park Central"," Business Bay","Featured"
"6872",84999,"Apartment","studio ",655,"SLS Dubai Hotel & Residences"," Business Bay","Featured"
"6873",174000,"Apartment","2 ",1302," Park Island"," Dubai Marina","Featured"
"6874",135000,"Apartment","2 ",1085," The Fairways"," The Views","Featured"
"6875",155000,"Apartment","2 ",1243," Rimal"," Jumeirah Beach Residence","Featured"
"6876",210000,"Apartment","2 ",1836,"Index Tower"," DIFC","Featured"
"6877",57999,"Apartment","1 ",710," Lake Almas West"," Jumeirah Lake Towers","Featured"
"6878",155000,"Apartment","2 ",1367,"Paramount Tower Hotel & Residences"," Business Bay","Featured"
"6879",NA,"Apartment","3 ",1788," Mankhool"," Bur Dubai","Featured"
"6880",34000,"Apartment","1 ",721,"China Cluster"," International City","Featured"
"6881",78000,"Apartment","1 ",1140,"Windsor Manor"," Business Bay","Featured"
"6882",80000,"Apartment","2 ",1198,"The Torch"," Dubai Marina","Featured"
"6883",175000,"Apartment","1 ",892," BLVD Heights"," Downtown Dubai","Featured"
"6884",60000,"Apartment","1 ",437," Golf Vita"," DAMAC Hills","Featured"
"6885",119000,"Apartment","1 ",854," Bellevue Towers"," Downtown Dubai","Featured"
"6886",140000,"Apartment","1 ",731," Burj Khalifa Area"," Downtown Dubai","Featured"
"6887",32000,"Apartment","studio ",329," Golf Promenade"," DAMAC Hills","Featured"
"6888",65000,"Apartment","1 ",1044," Green Community West"," Green Community","Featured"
"6889",70000,"Apartment","1 ",1064,"Opal Tower Marina"," Dubai Marina","Featured"
"6890",115000,"Apartment","1 ",1009," BLVD Crescent"," Downtown Dubai","Featured"
"6891",70000,"Apartment","2 ",1573," Jenna Main Square"," Town Square","Featured"
"6892",190000,"Apartment","1 ",1051," Burj Khalifa Area"," Downtown Dubai","Featured"
"6893",30000,"Apartment","studio ",390,"Azizi Star"," Al Furjan","Featured"
"6894",90000,"Apartment","1 ",1063," Mohammad Bin Rashid Boulevard"," Downtown Dubai","Featured"
"6895",40000,"Apartment","1 ",922," Tuscan Residences"," Jumeirah Village Circle","Featured"
"6896",170000,"Apartment","2 ",1760,"Elite Downtown"," Downtown Dubai","Featured"
"6897",310000,"Apartment","2 ",977," Marina Gate"," Dubai Marina","Featured"
"6898",55000,"Apartment","2 ",879,"Hayat Boulevard"," Town Square","Featured"
"6899",75000,"Apartment","2 ",1475,"Hayat Boulevard"," Town Square","Featured"
"6900",6e+05,"Apartment","2 ",2172," Burj Khalifa Area"," Downtown Dubai","Featured"
"6901",169000,"Apartment","2 ",1419," Sadaf"," Jumeirah Beach Residence","Featured"
"6902",85000,"Apartment","1 ",1181," Shams"," Jumeirah Beach Residence","Featured"
"6903",210000,"Apartment","3 ",2390,"Al Murjan Building"," Dubai Marina","Featured"
"6904",120000,"Apartment","1 ",790," Marina Gate"," Dubai Marina","Featured"
"6905",34999,"Apartment","studio ",344,"O2 Tower"," Jumeirah Village Circle","Featured"
"6906",170000,"Apartment","2 ",2000," Shoreline Apartments"," Palm Jumeirah","Featured"
"6907",70000,"Apartment","1 ",700," Sobha Hartland"," Mohammed Bin Rashid City","Featured"
"6908",NA,"Apartment","1 ",865," Mankhool"," Bur Dubai","Featured"
"6909",NA,"Apartment","4 ",2457," Mankhool"," Bur Dubai","Featured"
"6910",35000,"Apartment","studio ",405," The Drive"," DAMAC Hills","Featured"
"6911",96000,"Apartment","1 ",733," The Fairways"," The Views","Featured"
"6912",90000,"Apartment","1 ",910,"Orra Marina"," Dubai Marina","Featured"
"6913",140000,"Apartment","2 ",1485," Al Habtoor City"," Business Bay","Featured"
"6914",4e+05,"Apartment","3 ",2097," EMAAR Beachfront"," Dubai Harbour","Featured"
"6915",NA,"Apartment","3 ",2090," EMAAR Beachfront"," Dubai Harbour","Featured"
"6916",164999,"Apartment","2 ",1336,"Damac Heights"," Dubai Marina","Featured"
"6917",60000,"Apartment","1 ",796,"Fairview Residency"," Business Bay","Featured"
"6918",135000,"Apartment","2 ",1155," 29 Burj Boulevard"," Downtown Dubai","Featured"
"6919",220000,"Apartment","2 ",1646," Burj Khalifa Area"," Downtown Dubai","Featured"
"6920",140000,"Apartment","3 ",1519,"Bay Central"," Dubai Marina","Featured"
"6921",230000,"Apartment","1 ",1128," Bluewaters Residences"," Bluewaters","Featured"
"6922",120000,"Apartment","1 ",940,"Burj Daman"," DIFC","Featured"
"6923",94999,"Apartment","1 ",910,"Orra Marina"," Dubai Marina","Featured"
"6924",52000,"Apartment","2 ",1103," Seasons Community"," Jumeirah Village Circle","Featured"
"6925",57000,"Apartment","1 ",481,"Collective"," Dubai Hills Estate","Featured"
"6926",196000,"Apartment","3 ",2518," Emaar 6 Towers"," Dubai Marina","Featured"
"6927",63000,"Apartment","1 ",659,"Beverly Residence"," Jumeirah Village Circle","Featured"
"6928",449000,"Apartment","3 ",2554," Burj Khalifa Area"," Downtown Dubai","Featured"
"6929",35000,"Apartment","1 ",900," Al Nahda 2"," Al Nahda","Featured"
"6930",75000,"Apartment","2 ",794," Sobha Hartland"," Mohammed Bin Rashid City","Featured"
"6931",40000,"Apartment","1 ",824,"Red Residency"," Dubai Sports City","Featured"
"6932",174000,"Apartment","2 ",1120,"5242"," Dubai Marina","Featured"
"6933",265000,"Apartment","2 ",1516," The Address Residence Fountain Views"," Downtown Dubai","Featured"
"6934",75000,"Apartment","1 ",790,"The cove"," Dubai Creek Harbour (The Lagoons)","Featured"
"6935",28000,"Apartment","studio ",500," Al Souk Al Kabeer"," Bur Dubai","Featured"
"6936",NA,"Apartment","1 ",865," Mankhool"," Bur Dubai","Featured"
"6937",65000,"Apartment","2 ",1070,"Azizi Plaza"," Al Furjan","Featured"
"6938",130000,"Apartment","2 ",1966," Al Seef  Towers"," Jumeirah Lake Towers","Featured"
"6939",75000,"Apartment","1 ",840," Al Sufouh 1"," Al Sufouh","Featured"
"6940",39000,"Apartment","studio ",436," District 18"," Jumeirah Village Circle","Featured"
"6941",3e+05,"Apartment","4 ",3350,"Dubai Creek Residence Tower 3 South"," Dubai Creek Harbour (The Lagoons)","Featured"
"6942",50000,"Apartment","1 ",684," La Riviera Estate"," Jumeirah Village Circle","Featured"
"6943",50000,"Apartment","2 ",1235," Queue Point"," Dubai Land","Featured"
"6944",32000,"Apartment","studio ",399,"Starz by Danube"," Al Furjan","Featured"
"6945",79990,"Apartment","1 ",772,"Damac Maison The Distinction"," Downtown Dubai","Featured"
"6946",NA,"Apartment","3 ",1810," Mankhool"," Bur Dubai","Featured"
"6947",71500,"Apartment","3 ",1384," Al Nahda 1"," Al Nahda","Featured"
"6948",180000,"Apartment","2 ",1240," La Mer"," Jumeirah","Featured"
"6949",124900,"Apartment","1 ",904,"Banyan Tree Residences Hillside Dubai"," Jumeirah Lake Towers","Featured"
"6950",110000,"Apartment","studio ",519,"The Address Downtown Hotel"," Downtown Dubai","Featured"
"6951",305000,"Apartment","3 ",2275,"Building 10"," City Walk","Featured"
"6952",379000,"Apartment","2 ",1700," The Address Sky View Towers"," Downtown Dubai","Featured"
"6953",32000,"Apartment","studio ",387,"Shaista Azizi"," Al Furjan","Featured"
"6954",95000,"Apartment","1 ",936," South Ridge"," Downtown Dubai","Featured"
"6955",1e+05,"Apartment","1 ",807," Bellevue Towers"," Downtown Dubai","Featured"
"6956",179999,"Apartment","3 ",2200," Shoreline Apartments"," Palm Jumeirah","Featured"
"6957",39999,"Apartment","1 ",1048,"Oakwood Residency"," Dubai Production City (IMPZ)","Featured"
"6958",1100000,"Apartment","5 ",3129," The Address Sky View Towers"," Downtown Dubai","Featured"
"6959",7e+05,"Apartment","4 ",2458," Bluewaters Residences"," Bluewaters","Featured"
"6960",110000,"Apartment","1 ",1304," Golden Mile"," Palm Jumeirah","Featured"
"6961",104888,"Apartment","2 ",1563," Ubora Towers"," Business Bay","Featured"
"6962",2e+05,"Apartment","2 ",1758," Burj Khalifa Area"," Downtown Dubai","Featured"
"6963",32000,"Apartment","studio ",380," Azizi Residence"," Al Furjan","Featured"
"6964",140000,"Apartment","2 ",1587," DAMAC Towers by Paramount"," Business Bay","Featured"
"6965",325000,"Apartment","2 ",1230," EMAAR Beachfront"," Dubai Harbour","Featured"
"6966",150000,"Apartment","2 ",1283," Bellevue Towers"," Downtown Dubai","Featured"
"6967",110000,"Apartment","1 ",956," Zaafaran"," Old Town","Featured"
"6968",1e+05,"Apartment","1 ",651," Bay Central"," Dubai Marina","Featured"
"6969",115000,"Apartment","1 ",884,"Index Tower"," DIFC","Featured"
"6970",99999,"Apartment","1 ",940,"Damac Heights"," Dubai Marina","Featured"
"6971",70000,"Apartment","2 ",1204," Al Mamzar"," Deira","Featured"
"6972",180000,"Apartment","1 ",705," The Address Jumeirah Resort and Spa"," Jumeirah Beach Residence","Featured"
"6973",99999,"Apartment","1 ",807," Madinat Jumeirah Living"," Umm Suqeim","Featured"
"6974",290000,"Apartment","3 ",2489,"Eden House"," Al Satwa","Featured"
"6975",30000,"Apartment","studio ",493," Al Thamam"," Remraam","Featured"
"6976",295000,"Apartment","3 ",1825,"Boulevard Point"," Downtown Dubai","Featured"
"6977",90000,"Apartment","1 ",710," Standpoint Towers"," Downtown Dubai","Featured"
"6978",44000,"Apartment","1 ",1000,"Geepas Tower"," Arjan","Featured"
"6979",180000,"Apartment","3 ",1814," DAMAC Towers by Paramount"," Business Bay","Featured"
"6980",95000,"Apartment","1 ",757," La Mer"," Jumeirah","Featured"
"6981",120000,"Apartment","3 ",2856," Mankhool"," Bur Dubai","Featured"
"6982",94000,"Apartment","2 ",1347,"Marina Crown"," Dubai Marina","Featured"
"6983",72000,"Apartment","1 ",943," Sherlock House"," Motor City","Featured"
"6984",32000,"Apartment","studio ",398,"Starz by Danube"," Al Furjan","Featured"
"6985",37999,"Apartment","1 ",676,"Binghatti Point"," Dubai Silicon Oasis","Featured"
"6986",24999,"Apartment","studio ",513," Badrah"," Dubai Waterfront","Featured"
"6987",55000,"Apartment","studio ",444,"Burj Al Nujoom"," Downtown Dubai","Featured"
"6988",165000,"Apartment","2 ",1440," Marina Quays"," Dubai Marina","Featured"
"6989",249999,"Apartment","2 ",1150," EMAAR Beachfront"," Dubai Harbour","Featured"
"6990",43000,"Apartment","1 ",478,"UNA Apartments"," Town Square","Featured"
"6991",6e+05,"Apartment","3 ",1927," The Address Jumeirah Resort and Spa"," Jumeirah Beach Residence","Featured"
"6992",73000,"Apartment","1 ",914,"Damac Maison Cour Jardin"," Business Bay","Featured"
"6993",560000,"Apartment","3 ",2591,"1 JBR"," Jumeirah Beach Residence","Featured"
"6994",135000,"Apartment","3 ",2186,"Al Badia Residences"," Dubai Festival City","Featured"
"6995",56000,"Apartment","2 ",997,"Masaar Residence"," Jumeirah Village Circle","Featured"
"6996",45000,"Apartment","studio ",495," Capital Bay"," Business Bay","Featured"
"6997",160000,"Apartment","1 ",1195," Sadaf"," Jumeirah Beach Residence","Featured"
"6998",275000,"Apartment","2 ",1447," The Address Residence Fountain Views"," Downtown Dubai","Featured"
"6999",55000,"Apartment","2 ",947," Safi"," Town Square","Featured"
"7000",220000,"Apartment","1 ",942," Marina Gate"," Dubai Marina","Featured"
"7001",71500,"Apartment","3 ",1384," Al Nahda 1"," Al Nahda","Featured"
"7002",220000,"Apartment","2 ",1546," Burj Khalifa Area"," Downtown Dubai","Featured"
"7003",170000,"Apartment","3 ",1900," Rimal"," Jumeirah Beach Residence","Featured"
"7004",80000,"Apartment","2 ",1364," Azizi Residence"," Al Furjan","Featured"
"7005",109999,"Apartment","1 ",1092," The Residences"," Downtown Dubai","Featured"
"7006",144999,"Apartment","1 ",1082,"SLS Dubai Hotel & Residences"," Business Bay","Featured"
"7007",75000,"Apartment","2 ",950," Lake Almas West"," Jumeirah Lake Towers","Featured"
"7008",220000,"Apartment","2 ",1717," Burj Khalifa Area"," Downtown Dubai","Featured"
"7009",55000,"Apartment","1 ",827," Lake Elucio"," Jumeirah Lake Towers","Featured"
"7010",215000,"Apartment","3 ",1741,"The cove"," Dubai Creek Harbour (The Lagoons)","Featured"
"7011",65000,"Apartment","1 ",710,"Harbour Views 1"," Dubai Creek Harbour (The Lagoons)","Featured"
"7012",90000,"Apartment","1 ",852,"Botanica Tower"," Dubai Marina","Featured"
"7013",139999,"Apartment","2 ",1377," The Fairways"," The Views","Featured"
"7014",140000,"Apartment","2 ",1535," Al Sahab"," Dubai Marina","Featured"
"7015",62500,"Apartment","studio ",560,"West Wharf"," Business Bay","Featured"
"7016",129989,"Apartment","2 ",1166,"No.9"," Dubai Marina","Featured"
"7017",1e+05,"Apartment","1 ",867," BLVD Heights"," Downtown Dubai","Featured"
"7018",105000,"Apartment","1 ",823,"Elite Downtown Residence"," Business Bay","Featured"
"7019",295000,"Apartment","2 ",1446," The Address Residence Fountain Views"," Downtown Dubai","Featured"
"7020",90000,"Apartment","1 ",1356," Executive Towers"," Business Bay","Featured"
"7021",95000,"Apartment","studio ",551,"The Address Dubai Mall"," Downtown Dubai","Featured"
"7022",65000,"Apartment","studio ",654," Oceanic"," Dubai Marina","Featured"
"7023",85000,"Apartment","1 ",855,"Bay's Edge"," Business Bay","Featured"
"7024",2e+05,"Apartment","3 ",1742,"The cove"," Dubai Creek Harbour (The Lagoons)","Featured"
"7025",85000,"Apartment","1 ",812,"Clayton Residency"," Business Bay","Featured"
"7026",45000,"Apartment","studio ",446,"AG Tower"," Business Bay","Featured"
"7027",66000,"Apartment","1 ",845,"The Bay Residence"," Business Bay","Featured"
"7028",85000,"Apartment","1 ",1002,"Upper Crest"," Downtown Dubai","Featured"
"7029",125000,"Apartment","2 ",1358," Al Habtoor City"," Business Bay","Featured"
"7030",85000,"Apartment","1 ",1001,"Upper Crest"," Downtown Dubai","Featured"
"7031",80000,"Apartment","1 ",1122," Sobha Hartland"," Mohammed Bin Rashid City","Featured"
"7032",70000,"Apartment","studio ",578,"The Atria"," Business Bay","Featured"
"7033",230000,"Apartment","2 ",1217,"Downtown Views"," Downtown Dubai","Featured"
"7034",65000,"Apartment","1 ",757," Sobha Hartland"," Mohammed Bin Rashid City","Featured"
"7035",230000,"Apartment","3 ",2124,"Dubai Creek Residence Tower 3 South"," Dubai Creek Harbour (The Lagoons)","Featured"
"7036",179999,"Apartment","2 ",1650," The Residences"," Downtown Dubai","Featured"
"7037",94999,"Apartment","1 ",964," Sparkle Towers"," Dubai Marina","Featured"
"7038",130000,"Apartment","2 ",1318," Park Heights"," Dubai Hills Estate","Featured"
"7039",36000,"Apartment","studio ",514,"Botanica"," Jumeirah Village Circle","Featured"
"7040",50000,"Apartment","1 ",803,"Ice Hockey"," Dubai Sports City","Featured"
"7041",120000,"Apartment","2 ",1238,"Wilton Terraces 1"," Mohammed Bin Rashid City","Featured"
"7042",95000,"Apartment","1 ",797," Standpoint Towers"," Downtown Dubai","Featured"
"7043",65000,"Apartment","studio ",509,"Millennium Binghatti Residences"," Business Bay","Featured"
"7044",68000,"Apartment","1 ",492," Sobha Hartland"," Mohammed Bin Rashid City","Featured"
"7045",60000,"Apartment","1 ",480,"Collective"," Dubai Hills Estate","Featured"
